Cash,Category,EmpID,Flavor,Product,Price,ProdID,Quantity,ReceiptNo,SaleDate,StoreID,Type,Weekend,City,State,Street,Zip
TRUE,Frappuccino,49,Vanilla,Vanilla Frappuccino,3.85,47,5,123,18-Jan-00,19,Drink,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Cookie,49,Walnut,Walnut Cookie,0.79,29,3,123,18-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Water,13,Bottled,Bottled Water,1.8,44,1,124,17-Jan-00,13,Drink,FALSE,Portland,OR,678 Burnside St,97209
TRUE,Tart,13,Almond,Almond Tart,3.75,10,2,124,17-Jan-00,13,Food,FALSE,Portland,OR,678 Burnside St,97209
TRUE,Lemonade,48,Lemon,Lemon Lemonade,3.25,40,4,125,21-Jan-00,17,Drink,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Bear Claw,48,Almond,Almond Bear Claw,1.95,38,4,125,21-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Cookie,48,Marzipan,Marzipan Cookie,1.25,27,3,125,21-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Meringue,48,Chocolate,Chocolate Meringue,1.25,25,5,125,21-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Lemonade,15,Raspberry,Raspberry Lemonade,3.25,41,3,126,6-Jan-00,15,Drink,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Cookie,15,Raspberry,Raspberry Cookie,1.09,23,4,126,6-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Cake,15,Chocolate,Chocolate Cake,8.95,0,3,126,6-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Meringue,37,Vanilla,Vanilla Meringue,1.15,26,1,127,14-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Tart,37,Blackberry,Blackberry Tart,3.25,15,3,127,14-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Croissant,37,Apple,Apple Croissant,1.45,31,3,127,14-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Cake,37,Casino,Casino Cake,15.95,2,2,127,14-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Danish,37,Blueberry,Blueberry Danish,1.15,39,1,127,14-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Eclair,32,Coffee,Coffee Eclair,3.5,7,1,128,19-Jan-00,6,Food,FALSE,San Diego,CA,1507 Front St,92110
FALSE,Tart,32,Blackberry,Blackberry Tart,3.25,15,1,128,19-Jan-00,6,Food,FALSE,San Diego,CA,1507 Front St,92110
FALSE,Espresso,32,Single,Single Espresso,1.85,49,1,128,19-Jan-00,6,Drink,FALSE,San Diego,CA,1507 Front St,92110
TRUE,Juice,49,Orange,Orange Juice,2.75,42,2,129,13-Jan-00,19,Drink,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Croissant,49,Cheese,Cheese Croissant,1.75,33,1,129,13-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Cake,49,Truffle,Truffle Cake,15.95,5,1,129,13-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Meringue,49,Vanilla,Vanilla Meringue,1.15,26,5,129,13-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Cookie,49,Raspberry,Raspberry Cookie,1.09,23,2,129,13-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
FALSE,Eclair,17,Coffee,Coffee Eclair,3.5,7,2,130,29-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Tart,17,Blackberry,Blackberry Tart,3.25,15,2,130,29-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Espresso,17,Single,Single Espresso,1.85,49,5,130,29-Jan-00,17,Drink,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Cake,5,Strawberry,Strawberry Cake,11.95,4,5,131,22-Jan-00,5,Food,TRUE,Los Angeles,CA,200 Olive St,90001
TRUE,Eclair,5,Coffee,Coffee Eclair,3.5,7,4,131,22-Jan-00,5,Food,TRUE,Los Angeles,CA,200 Olive St,90001
TRUE,Cake,5,Opera,Opera Cake,15.95,3,1,131,22-Jan-00,5,Food,TRUE,Los Angeles,CA,200 Olive St,90001
TRUE,Danish,5,Blueberry,Blueberry Danish,1.15,39,1,131,22-Jan-00,5,Food,TRUE,Los Angeles,CA,200 Olive St,90001
TRUE,Cookie,5,Tuile,Tuile Cookie,1.25,28,5,131,22-Jan-00,5,Food,TRUE,Los Angeles,CA,200 Olive St,90001
FALSE,Cookie,7,Lemon,Lemon Cookie,0.79,24,1,132,25-Jan-00,7,Food,FALSE,San Jose,CA,200 Keyes St,95106
FALSE,Croissant,7,Chocolate,Chocolate Croissant,1.75,34,5,132,25-Jan-00,7,Food,FALSE,San Jose,CA,200 Keyes St,95106
FALSE,Cake,7,Lemon,Lemon Cake,8.95,1,1,132,25-Jan-00,7,Food,FALSE,San Jose,CA,200 Keyes St,95106
FALSE,Meringue,7,Vanilla,Vanilla Meringue,1.15,26,1,132,25-Jan-00,7,Food,FALSE,San Jose,CA,200 Keyes St,95106
FALSE,Coffee,7,Chocolate,Chocolate Coffee,2.45,46,2,132,25-Jan-00,7,Drink,FALSE,San Jose,CA,200 Keyes St,95106
FALSE,Eclair,9,Coffee,Coffee Eclair,3.5,7,2,133,19-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Tart,9,Berry,Berry Tart,3.25,14,3,133,19-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Croissant,9,Apricot,Apricot Croissant,1.45,32,5,133,19-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Bear Claw,50,Almond,Almond Bear Claw,1.95,38,4,134,10-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Soda,50,Cherry,Cherry Soda,1.29,48,4,134,10-Jan-00,19,Drink,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Cake,50,Lemon,Lemon Cake,8.95,1,2,134,10-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Meringue,50,Chocolate,Chocolate Meringue,1.25,25,3,134,10-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Pie,50,Apple,Apple Pie,5.25,11,4,134,10-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
FALSE,Cake,29,Chocolate,Chocolate Cake,8.95,0,5,135,20-Jan-00,6,Food,FALSE,San Diego,CA,1507 Front St,92110
FALSE,Coffee,29,Chocolate,Chocolate Coffee,2.45,46,2,135,20-Jan-00,6,Drink,FALSE,San Diego,CA,1507 Front St,92110
FALSE,Cake,29,Casino,Casino Cake,15.95,2,5,135,20-Jan-00,6,Food,FALSE,San Diego,CA,1507 Front St,92110
FALSE,Danish,18,Apricot,Apricot Danish,1.15,35,5,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cake,18,Lemon,Lemon Cake,8.95,1,3,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,18,Chocolate,Chocolate Tart,3.75,17,5,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,18,Blueberry,Blueberry Tart,3.25,16,3,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Pie,18,Apple,Apple Pie,5.25,11,5,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,18,Almond,Almond Tart,3.75,10,5,136,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Cake,3,Opera,Opera Cake,15.95,3,5,137,11-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
TRUE,Croissant,3,Cheese,Cheese Croissant,1.75,33,3,137,11-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
TRUE,Croissant,3,Apple,Apple Croissant,1.45,31,5,137,11-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
TRUE,Cookie,3,Walnut,Walnut Cookie,0.79,29,4,137,11-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
FALSE,Eclair,36,Vanilla,Vanilla Eclair,3.25,8,3,138,28-Jan-00,10,Food,TRUE,Bakersfield,CA,1850 Truxtun Ave,93308
FALSE,Cookie,36,Ganache,Ganache Cookie,1.15,21,2,138,28-Jan-00,10,Food,TRUE,Bakersfield,CA,1850 Truxtun Ave,93308
FALSE,Croissant,36,Apricot,Apricot Croissant,1.45,32,4,138,28-Jan-00,10,Food,TRUE,Bakersfield,CA,1850 Truxtun Ave,93308
FALSE,Cake,21,Casino,Casino Cake,15.95,2,5,139,12-Aug-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Tart,21,Cherry,Cherry Tart,3.25,18,4,139,12-Aug-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Tart,21,Almond,Almond Tart,3.75,10,5,139,12-Aug-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
TRUE,Croissant,18,Cheese,Cheese Croissant,1.75,33,5,140,22-Jan-00,18,Food,TRUE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Lemonade,8,Lemon,Lemon Lemonade,3.25,40,4,141,12-Jan-00,8,Drink,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
TRUE,Pie,8,Apple,Apple Pie,5.25,11,4,141,12-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
TRUE,Cake,8,Truffle,Truffle Cake,15.95,5,3,141,12-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
TRUE,Tart,8,Pecan,Pecan Tart,3.75,20,4,141,12-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
TRUE,Eclair,18,Coffee,Coffee Eclair,3.5,7,5,142,14-Jan-00,18,Food,TRUE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Tart,18,Blackberry,Blackberry Tart,3.25,15,3,142,14-Jan-00,18,Food,TRUE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Espresso,18,Single,Single Espresso,1.85,49,5,142,14-Jan-00,18,Drink,TRUE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Frappuccino,18,Vanilla,Vanilla Frappuccino,3.85,47,4,142,14-Jan-00,18,Drink,TRUE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Coffee,2,Hot,Hot Coffee,2.15,45,1,143,10-Jan-00,2,Drink,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Lemonade,2,Lemon,Lemon Lemonade,3.25,40,5,143,10-Jan-00,2,Drink,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Coffee,2,Chocolate,Chocolate Coffee,2.45,46,3,143,10-Jan-00,2,Drink,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
TRUE,Cake,9,Truffle,Truffle Cake,15.95,5,2,144,10-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Pie,9,Apple,Apple Pie,5.25,11,5,144,10-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Cake,9,Strawberry,Strawberry Cake,11.95,4,4,144,10-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Cookie,9,Ganache,Ganache Cookie,1.15,21,3,144,10-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Tart,3,Berry,Berry Tart,3.25,14,2,145,18-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
FALSE,Water,3,Bottled,Bottled Water,1.8,44,4,145,18-Jan-00,3,Drink,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
FALSE,Cookie,3,Ganache,Ganache Cookie,1.15,21,2,145,18-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
FALSE,Cake,3,Casino,Casino Cake,15.95,2,1,145,18-Jan-00,3,Food,FALSE,Los Angeles,CA,400 Lincoln Ave,90081
FALSE,Cake,19,Lemon,Lemon Cake,8.95,1,1,146,29-Jan-00,19,Food,TRUE,Flagstaff,AZ,700 University Ave,86001
FALSE,Meringue,1,Vanilla,Vanilla Meringue,1.15,26,2,147,6-Oct-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Bear Claw,1,Almond,Almond Bear Claw,1.95,38,3,147,6-Oct-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Danish,1,Blueberry,Blueberry Danish,1.15,39,1,147,6-Oct-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Espresso,1,Single,Single Espresso,1.85,49,1,147,6-Oct-00,1,Drink,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Cookie,46,Tuile,Tuile Cookie,1.25,28,3,148,4-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Cookie,46,Marzipan,Marzipan Cookie,1.25,27,3,148,4-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Croissant,46,Cheese,Cheese Croissant,1.75,33,5,148,4-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Cake,46,Napoleon,Napoleon Cake,13.49,9,2,148,4-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Cake,46,Strawberry,Strawberry Cake,11.95,4,5,148,4-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Coffee,46,Chocolate,Chocolate Coffee,2.45,46,1,148,4-Jan-00,17,Drink,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Juice,18,Orange,Orange Juice,2.75,42,1,149,20-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Croissant,18,Cheese,Cheese Croissant,1.75,33,3,149,20-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Eclair,18,Coffee,Coffee Eclair,3.5,7,2,149,20-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,15,Berry,Berry Tart,3.25,14,3,150,20-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Meringue,15,Chocolate,Chocolate Meringue,1.25,25,3,150,20-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Cake,15,Strawberry,Strawberry Cake,11.95,4,3,150,20-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
TRUE,Croissant,35,Apricot,Apricot Croissant,1.45,32,2,151,4-Jan-00,10,Food,FALSE,Bakersfield,CA,1850 Truxtun Ave,93308
TRUE,Cake,35,Truffle,Truffle Cake,15.95,5,2,151,4-Jan-00,10,Food,FALSE,Bakersfield,CA,1850 Truxtun Ave,93308
TRUE,Cookie,9,Tuile,Tuile Cookie,1.25,28,3,152,16-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Cookie,9,Marzipan,Marzipan Cookie,1.25,27,1,152,16-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
TRUE,Cookie,9,Lemon,Lemon Cookie,0.79,24,1,152,16-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Cookie,18,Gongolais,Gongolais Cookie,1.15,22,3,153,2-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Coffee,18,Hot,Hot Coffee,2.15,45,4,153,2-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Espresso,18,Single,Single Espresso,1.85,49,1,153,2-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,18,Apricot,Apricot Tart,3.25,13,1,153,2-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Eclair,46,Coffee,Coffee Eclair,3.5,7,4,154,8-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Tart,46,Blackberry,Blackberry Tart,3.25,15,4,154,8-Jan-00,17,Food,TRUE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Cake,9,Chocolate,Chocolate Cake,8.95,0,3,155,4-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Cake,9,Truffle,Truffle Cake,15.95,5,4,155,4-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Croissant,9,Apricot,Apricot Croissant,1.45,32,2,155,4-Jan-00,9,Food,FALSE,Monterey,CA,730 Park Ave,93943
FALSE,Espresso,46,Single,Single Espresso,1.85,49,5,156,6-Jan-00,17,Drink,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Lemonade,46,Raspberry,Raspberry Lemonade,3.25,41,4,156,6-Jan-00,17,Drink,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Frappuccino,46,Vanilla,Vanilla Frappuccino,3.85,47,1,156,6-Jan-00,17,Drink,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
FALSE,Danish,46,Blueberry,Blueberry Danish,1.15,39,3,156,6-Jan-00,17,Food,FALSE,Las Vegas,NV,4122 Rainbow Blvd,89101
TRUE,Twist,15,Almond,Almond Twist,1.15,37,3,157,10-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
TRUE,Tart,15,Apricot,Apricot Tart,3.25,13,1,157,10-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
TRUE,Meringue,15,Vanilla,Vanilla Meringue,1.15,26,5,157,10-Jan-00,15,Food,FALSE,Olympia,WA,312 State Ave,98512
FALSE,Eclair,28,Coffee,Coffee Eclair,3.5,7,4,158,8-Jan-00,4,Food,TRUE,Los Angeles,CA,800 Olympic Blvd,90001
FALSE,Tart,28,Blackberry,Blackberry Tart,3.25,15,5,158,8-Jan-00,4,Food,TRUE,Los Angeles,CA,800 Olympic Blvd,90001
FALSE,Espresso,28,Single,Single Espresso,1.85,49,4,158,8-Jan-00,4,Drink,TRUE,Los Angeles,CA,800 Olympic Blvd,90001
FALSE,Meringue,28,Chocolate,Chocolate Meringue,1.25,25,4,158,8-Jan-00,4,Food,TRUE,Los Angeles,CA,800 Olympic Blvd,90001
FALSE,Cookie,14,Raspberry,Raspberry Cookie,1.09,23,3,159,16-Jan-00,14,Food,FALSE,Seattle,WA,550 Thomas St,98111
FALSE,Tart,14,Blackberry,Blackberry Tart,3.25,15,1,159,16-Jan-00,14,Food,FALSE,Seattle,WA,550 Thomas St,98111
FALSE,Cookie,18,Tuile,Tuile Cookie,1.25,28,4,160,17-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cake,18,Chocolate,Chocolate Cake,8.95,0,1,160,17-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cake,18,Opera,Opera Cake,15.95,3,1,160,17-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cookie,18,Marzipan,Marzipan Cookie,1.25,27,1,160,17-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Pie,14,Apple,Apple Pie,5.25,11,2,161,10-Jan-00,14,Food,FALSE,Seattle,WA,550 Thomas St,98111
FALSE,Frappuccino,14,Vanilla,Vanilla Frappuccino,3.85,47,3,161,10-Jan-00,14,Drink,FALSE,Seattle,WA,550 Thomas St,98111
FALSE,Cookie,1,Tuile,Tuile Cookie,1.25,28,3,162,10-Mar-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Tart,1,Chocolate,Chocolate Tart,3.75,17,3,162,10-Mar-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Eclair,1,Coffee,Coffee Eclair,3.5,7,1,162,10-Mar-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
TRUE,Cookie,21,Gongolais,Gongolais Cookie,1.15,22,4,163,9-Sep-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
TRUE,Meringue,21,Vanilla,Vanilla Meringue,1.15,26,2,163,9-Sep-00,1,Food,TRUE,San Francisco,CA,150 Hayes St,94171
TRUE,Juice,21,Orange,Orange Juice,2.75,42,2,163,9-Sep-00,1,Drink,TRUE,San Francisco,CA,150 Hayes St,94171
FALSE,Eclair,37,Coffee,Coffee Eclair,3.5,7,1,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Tart,37,Blackberry,Blackberry Tart,3.25,15,3,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Pie,37,Apple,Apple Pie,5.25,11,2,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Tart,37,Pecan,Pecan Tart,3.75,20,1,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Tart,37,Cherry,Cherry Tart,3.25,18,5,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Danish,37,Blueberry,Blueberry Danish,1.15,39,1,164,8-Jan-00,11,Food,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Coffee,37,Chocolate,Chocolate Coffee,2.45,46,2,164,8-Jan-00,11,Drink,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Coffee,37,Hot,Hot Coffee,2.15,45,2,164,8-Jan-00,11,Drink,TRUE,Sacramento,CA,1420 15th st,94211
FALSE,Tart,22,Blueberry,Blueberry Tart,3.25,16,4,165,23-Mar-00,1,Food,FALSE,San Francisco,CA,150 Hayes St,94171
FALSE,Croissant,22,Apricot,Apricot Croissant,1.45,32,2,165,23-Mar-00,1,Food,FALSE,San Francisco,CA,150 Hayes St,94171
FALSE,Coffee,22,Hot,Hot Coffee,2.15,45,1,165,23-Mar-00,1,Drink,FALSE,San Francisco,CA,150 Hayes St,94171
FALSE,Juice,18,Orange,Orange Juice,2.75,42,2,166,5-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Croissant,18,Cheese,Cheese Croissant,1.75,33,1,166,5-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cake,18,Chocolate,Chocolate Cake,8.95,0,2,167,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Coffee,18,Chocolate,Chocolate Coffee,2.45,46,2,167,10-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cookie,18,Ganache,Ganache Cookie,1.15,21,4,167,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Cookie,18,Marzipan,Marzipan Cookie,1.25,27,5,167,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Tart,18,Berry,Berry Tart,3.25,14,3,167,10-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
FALSE,Danish,13,Apricot,Apricot Danish,1.15,35,2,168,4-Jan-00,13,Food,FALSE,Portland,OR,678 Burnside St,97209
FALSE,Cake,13,Opera,Opera Cake,15.95,3,1,168,4-Jan-00,13,Food,FALSE,Portland,OR,678 Burnside St,97209
FALSE,Tart,13,Pecan,Pecan Tart,3.75,20,4,168,4-Jan-00,13,Food,FALSE,Portland,OR,678 Burnside St,97209
TRUE,Juice,18,Orange,Orange Juice,2.75,42,3,169,18-Jan-00,18,Drink,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Croissant,18,Cheese,Cheese Croissant,1.75,33,3,169,18-Jan-00,18,Food,FALSE,Phoenix,AZ,2400 Camelback Rd,85016
TRUE,Cookie,49,Gongolais,Gongolais Cookie,1.15,22,2,170,27-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
TRUE,Cake,49,Truffle,Truffle Cake,15.95,5,3,170,27-Jan-00,19,Food,FALSE,Flagstaff,AZ,700 University Ave,86001
FALSE,Tart,38,Blueberry,Blueberry Tart,3.25,16,4,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Croissant,38,Apricot,Apricot Croissant,1.45,32,2,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Coffee,38,Hot,Hot Coffee,2.15,45,4,171,19-Jan-00,11,Drink,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Cookie,38,Walnut,Walnut Cookie,0.79,29,1,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Cake,38,Lemon,Lemon Cake,8.95,1,4,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Cookie,38,Gongolais,Gongolais Cookie,1.15,22,5,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
FALSE,Croissant,38,Apple,Apple Croissant,1.45,31,1,171,19-Jan-00,11,Food,FALSE,Sacramento,CA,1420 15th st,94211
TRUE,Coffee,35,Hot,Hot Coffee,2.15,45,2,172,8-Jan-00,10,Drink,TRUE,Bakersfield,CA,1850 Truxtun Ave,93308
TRUE,Cake,35,Napoleon,Napoleon Cake,13.49,9,5,172,8-Jan-00,10,Food,TRUE,Bakersfield,CA,1850 Truxtun Ave,93308
FALSE,Tart,23,Blueberry,Blueberry Tart,3.25,16,1,173,5-Jan-00,2,Food,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Tart,23,Lemon,Lemon Tart,3.25,19,4,173,5-Jan-00,2,Food,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Cookie,23,Gongolais,Gongolais Cookie,1.15,22,2,173,5-Jan-00,2,Food,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Tea,23,Green,Green Tea,1.85,43,5,173,5-Jan-00,2,Drink,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Cookie,23,Walnut,Walnut Cookie,0.79,29,5,173,5-Jan-00,2,Food,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Soda,23,Cherry,Cherry Soda,1.29,48,3,173,5-Jan-00,2,Drink,FALSE,San Luis Obispo,CA,1430 Chorro St,93405
FALSE,Tart,8,Cherry,Cherry Tart,3.25,18,4,174,17-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
FALSE,Danish,8,Apricot,Apricot Danish,1.15,35,2,174,17-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
FALSE,Cake,8,Opera,Opera Cake,15.95,3,4,174,17-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
FALSE,Cake,8,Chocolate,Chocolate Cake,8.95,0,1,174,17-Jan-00,8,Food,FALSE,Santa Barbara,CA,1337 Anacapa St,93108
